candidate_id,job_id,skill_match_ratio,experience_gap,same_domain,has_certification,placed,days_to_place
C0041,J0119,0.4,-0.1,0,1,0,
C0041,J0101,0.2,-2.1,0,1,0,
C0041,J0058,0.0,-4.1,0,1,0,
C0041,J0087,0.4,-2.1,0,1,0,
C0042,J0020,0.0,0.5,0,1,0,
C0042,J0098,0.33,0.5,0,1,1,22.0
C0043,J0053,0.0,-0.4,0,0,0,
C0043,J0125,0.5,0.6,1,0,1,21.0
C0043,J0072,0.0,-0.4,0,0,0,
C0044,J0073,0.0,-4.2,0,0,0,
C0044,J0060,0.0,-6.2,0,0,0,
C0044,J0094,0.0,0.3,0,0,0,
C0044,J0103,0.67,-0.2,1,0,0,
C0045,J0027,0.0,-4.6,0,0,0,
C0045,J0046,0.0,0.4,0,0,1,38.0
C0045,J0072,1.0,0.4,1,0,1,18.0
C0045,J0144,0.0,1.9,0,0,0,
C0046,J0140,0.4,-2.2,0,0,0,
C0046,J0145,0.0,-1.2,0,0,0,
C0046,J0014,0.25,-4.2,0,0,0,
C0046,J0120,0.25,-2.2,0,0,0,
C0047,J0102,0.0,10.3,0,1,0,
C0047,J0077,0.0,5.3,0,1,0,
C0048,J0099,0.0,4.4,0,0,1,24.0
C0048,J0136,0.0,4.4,0,0,0,
C0048,J0010,0.75,2.4,1,0,1,25.0
C0048,J0017,0.0,4.4,0,0,0,
C0049,J0010,0.0,2.9,0,0,0,
C0049,J0123,0.0,0.9,0,0,1,33.0
C0049,J0144,0.33,5.4,1,0,1,23.0
C0050,J0014,0.75,-2.8,1,1,0,
C0050,J0040,0.2,0.2,0,1,0,
C0051,J0146,0.0,8.0,0,0,0,
C0051,J0038,0.0,7.5,0,0,0,
C0051,J0024,0.33,5.5,0,0,0,
C0052,J0096,0.0,-0.6,0,0,0,
C0052,J0101,1.0,-2.6,1,0,1,19.0
C0052,J0099,0.0,-0.6,0,0,0,
C0052,J0136,0.0,-0.6,0,0,0,
C0053,J0046,0.0,0.3,0,0,1,34.0
C0053,J0101,0.0,-0.7,0,0,0,
C0053,J0067,0.0,1.3,0,0,1,35.0
C0054,J0077,0.8,-1.9,1,0,1,24.0
C0054,J0078,0.0,4.1,0,0,1,27.0
C0055,J0128,0.0,14.0,0,0,0,
C0055,J0097,0.0,10.0,0,0,1,26.0
C0055,J0109,0.0,14.0,0,0,0,
C0056,J0132,0.0,2.0,0,0,0,
C0056,J0031,0.4,1.0,0,0,1,23.0
C0056,J0117,0.0,-2.0,0,0,0,
C0056,J0121,1.0,2.5,1,0,1,6.0
C0057,J0108,0.25,0.6,0,0,0,
C0057,J0042,1.0,4.6,1,0,0,
C0058,J0131,0.25,1.1,0,0,1,21.0
C0058,J0105,0.0,2.6,0,0,1,20.0
C0058,J0125,0.0,2.1,0,0,0,
C0058,J0146,0.33,2.6,0,0,0,
C0059,J0149,0.0,0.3,0,0,1,35.0
C0059,J0065,0.0,-3.7,0,0,0,
C0059,J0056,0.5,0.3,1,0,0,
C0059,J0072,0.0,1.3,0,0,0,
C0060,J0114,0.0,1.3,0,0,0,
C0060,J0126,0.0,1.3,0,0,0,
C0060,J0117,0.4,-1.7,1,0,0,
C0060,J0110,0.0,1.3,0,0,1,34.0
C0061,J0065,0.0,-5.0,0,1,1,22.0
C0061,J0113,0.0,0.0,0,1,0,
C0061,J0003,0.0,1.0,0,1,0,
C0062,J0012,1.0,3.2,1,0,1,23.0
C0062,J0122,0.25,1.7,0,0,0,
C0062,J0009,0.2,-3.3,0,0,1,23.0
C0063,J0026,0.0,0.9,0,1,0,
C0063,J0106,0.0,-3.6,0,1,0,
C0063,J0128,0.0,0.4,0,1,0,
C0064,J0092,0.0,-0.5,0,0,0,
C0064,J0051,0.25,2.0,0,0,1,18.0
C0065,J0092,0.75,-2.1,1,1,1,6.0
C0065,J0100,0.0,-4.1,0,1,0,
C0065,J0085,0.0,-1.1,0,1,0,
C0066,J0097,0.0,1.7,0,1,0,
C0066,J0090,0.33,5.7,0,1,1,18.0
C0066,J0130,0.67,3.7,1,1,0,
C0067,J0125,0.0,2.1,0,1,0,
C0067,J0077,0.4,-3.9,1,1,0,
C0068,J0102,0.0,1.8,0,0,0,
C0068,J0038,0.0,2.8,0,0,0,
C0068,J0030,0.0,1.8,0,0,0,
C0068,J0094,0.0,3.3,0,0,0,
C0069,J0058,0.5,-4.9,1,0,1,29.0
C0069,J0028,0.0,-0.9,0,0,0,
C0069,J0101,0.0,-2.9,0,0,0,
C0070,J0107,0.25,4.4,0,0,1,25.0
C0070,J0085,0.8,5.4,1,0,1,8.0
C0070,J0142,0.33,6.4,0,0,0,
C0070,J0094,0.33,6.9,0,0,0,
C0071,J0046,0.2,-0.8,0,0,0,
C0071,J0011,0.25,-0.8,0,0,0,
C0071,J0001,0.2,-1.8,0,0,1,28.0
C0071,J0064,0.5,0.2,0,0,1,23.0
C0072,J0057,0.0,0.8,0,0,1,20.0
C0072,J0026,0.0,5.3,0,0,0,
C0073,J0074,0.67,-2.1,1,0,1,30.0
C0073,J0080,0.0,0.4,0,0,0,
C0073,J0109,0.8,-0.1,1,0,1,15.0
C0073,J0005,0.0,-4.1,0,0,0,
C0074,J0043,0.8,1.3,1,0,1,16.0
C0074,J0030,0.67,6.3,1,0,0,
C0074,J0080,0.0,7.8,0,0,0,
C0074,J0057,0.25,3.3,0,0,1,28.0
C0075,J0091,0.0,-6.3,0,0,0,
C0075,J0077,0.0,-6.3,0,0,0,
C0076,J0146,0.0,1.7,0,1,0,
C0076,J0098,0.0,1.7,0,1,0,
C0076,J0127,0.0,1.2,0,1,0,
C0077,J0133,0.0,-1.6,0,0,0,
C0077,J0138,0.25,-2.6,0,0,0,
C0077,J0124,0.0,-6.6,0,0,0,
C0078,J0125,0.0,4.0,0,1,1,41.0
C0078,J0097,0.25,0.0,1,1,1,24.0
C0078,J0057,0.0,0.0,0,1,0,
C0078,J0064,0.0,4.0,0,1,0,
C0079,J0094,0.33,-0.2,1,1,1,18.0
C0079,J0149,0.0,-2.7,0,1,0,
C0080,J0129,0.0,-3.9,0,1,0,
C0080,J0064,0.0,2.1,0,1,0,
C0080,J0070,0.0,0.1,0,1,0,
C0081,J0039,1.0,3.5,1,0,0,
C0081,J0018,1.0,6.0,1,0,1,14.0
C0081,J0109,0.2,5.5,0,0,1,28.0
C0082,J0070,0.25,-0.4,0,0,0,
C0082,J0049,0.33,1.6,0,0,0,
C0082,J0132,0.0,1.6,0,0,0,
C0083,J0100,0.0,7.0,0,1,0,
C0083,J0079,0.0,11.0,0,1,0,
C0083,J0054,0.0,7.0,0,1,0,
C0083,J0060,0.2,5.0,0,1,1,34.0
C0084,J0107,0.0,-2.9,0,0,0,
C0084,J0039,0.0,-2.9,0,0,0,
C0084,J0048,0.0,-1.9,0,0,1,36.0
C0085,J0092,0.5,-1.8,1,0,0,
C0085,J0125,0.0,0.2,0,0,0,
C0085,J0076,0.67,0.2,1,0,0,
C0086,J0011,0.0,0.9,0,0,1,25.0
C0086,J0075,0.0,1.9,0,0,0,
C0086,J0146,0.0,2.4,0,0,0,
C0086,J0061,0.8,2.4,1,0,1,23.0
C0087,J0149,0.0,-1.4,0,0,0,
C0087,J0001,0.0,-1.4,0,0,0,
C0088,J0060,1.0,4.2,1,0,0,
C0088,J0090,0.33,10.2,0,0,0,
C0088,J0069,1.0,8.2,1,0,1,14.0
C0088,J0142,1.0,10.2,1,0,1,18.0
C0089,J0116,0.0,-0.5,0,1,0,
C0089,J0042,0.0,0.5,0,1,0,
C0090,J0094,0.33,-0.4,0,1,0,
C0090,J0069,0.25,-2.9,0,1,1,14.0
C0090,J0114,0.8,-1.9,1,1,0,
C0091,J0122,0.25,1.5,0,1,1,27.0
C0091,J0051,0.25,3.0,0,1,0,
C0092,J0090,0.0,-0.1,0,1,0,
C0092,J0037,1.0,0.4,1,1,1,12.0
C0092,J0040,0.2,-1.1,0,1,0,
C0092,J0123,0.2,-4.1,0,1,0,
C0093,J0090,0.0,7.2,0,0,0,
C0093,J0101,0.0,5.2,0,0,0,
C0094,J0145,0.5,0.4,1,0,0,
C0094,J0012,0.0,1.9,0,0,1,16.0
C0095,J0082,0.75,-0.5,1,0,0,
C0095,J0039,0.0,-0.5,0,0,0,
C0095,J0002,0.0,-4.5,0,0,0,
C0095,J0097,0.0,-2.5,0,0,0,
C0096,J0076,0.0,-0.6,0,0,0,
C0096,J0045,0.0,-2.6,0,0,0,
C0097,J0048,0.67,9.7,1,0,1,22.0
C0097,J0150,0.0,10.7,0,0,0,
C0097,J0128,0.0,10.7,0,0,0,
C0097,J0115,0.33,4.7,1,0,1,33.0
C0098,J0002,0.0,-5.0,0,0,0,
C0098,J0086,0.0,1.0,0,0,0,
C0098,J0096,0.0,1.0,0,0,0,
C0098,J0067,0.0,1.0,0,0,0,
C0099,J0115,0.0,-3.9,0,1,0,
C0099,J0090,0.67,2.1,1,1,1,26.0
C0099,J0005,0.33,-1.9,0,1,0,
C0099,J0084,0.25,1.1,0,1,0,
C0100,J0117,0.0,-4.9,0,1,0,
C0100,J0034,0.4,-1.9,0,1,0,
C0100,J0079,1.0,-0.9,1,1,0,
C0100,J0095,1.0,-2.9,1,1,1,21.0
C0101,J0074,0.0,-0.9,0,1,1,37.0
C0101,J0039,0.0,-0.9,0,1,0,
C0101,J0076,0.0,1.1,0,1,0,
C0102,J0141,0.33,-0.3,0,0,0,
C0102,J0135,1.0,-0.3,1,0,0,
C0103,J0146,0.0,2.5,0,1,1,20.0
C0103,J0134,0.8,0.0,1,1,0,
C0104,J0082,0.0,0.1,0,0,1,33.0
C0104,J0136,0.0,2.1,0,0,0,
C0104,J0128,0.67,2.1,1,0,1,29.0
C0105,J0039,0.0,0.0,0,1,0,
C0105,J0070,0.0,0.0,0,1,0,
C0106,J0077,0.0,-6.3,0,0,0,
C0106,J0060,0.4,-6.3,0,0,1,7.0
C0106,J0149,0.0,-2.3,0,0,0,
C0106,J0059,0.2,0.2,0,0,1,26.0
C0107,J0140,0.2,-2.9,0,0,0,
C0107,J0097,0.0,-4.9,0,0,0,
C0107,J0125,0.25,-0.9,0,0,0,
C0108,J0061,0.0,0.7,0,0,0,
C0108,J0020,0.67,0.7,1,0,1,21.0
C0109,J0011,0.25,-1.1,0,1,0,
C0109,J0068,0.2,-4.1,0,1,0,
C0110,J0088,0.0,1.0,0,1,0,
C0110,J0106,0.0,-2.0,0,1,0,
C0111,J0007,0.0,9.3,0,0,0,
C0111,J0148,0.0,8.3,0,0,1,36.0
C0111,J0074,0.0,7.3,0,0,0,
C0112,J0103,0.0,3.9,0,0,0,
C0112,J0061,0.0,4.4,0,0,0,
C0113,J0055,0.0,-0.1,0,1,0,
C0113,J0034,0.2,-1.1,0,1,0,
C0114,J0030,0.0,3.9,0,1,0,
C0114,J0078,1.0,4.9,1,1,1,12.0
C0114,J0082,0.0,2.9,0,1,0,
C0115,J0103,0.0,-0.2,0,0,1,32.0
C0115,J0150,0.33,-0.2,0,0,0,
C0116,J0111,0.0,3.3,0,1,0,
C0116,J0053,0.0,3.3,0,1,0,
C0117,J0067,0.0,-0.8,0,1,0,
C0117,J0003,0.2,-0.8,0,1,0,
C0117,J0121,0.33,-0.3,0,1,0,
C0118,J0054,0.0,-3.8,0,1,0,
C0118,J0071,0.2,-0.8,0,1,0,
C0118,J0066,0.2,0.2,0,1,1,25.0
C0119,J0144,0.33,1.5,1,0,0,
C0119,J0069,0.0,-1.0,0,0,0,
C0119,J0110,0.0,0.0,0,0,0,
C0120,J0143,0.0,-0.8,0,1,0,
C0120,J0125,1.0,0.2,1,1,1,23.0
C0120,J0013,0.0,0.2,0,1,0,
C0120,J0074,1.0,-1.8,1,1,0,
C0121,J0025,0.0,2.6,0,1,0,
C0121,J0134,0.0,1.6,0,1,1,33.0
C0122,J0013,0.0,-0.8,0,0,1,31.0
C0122,J0037,0.0,-0.3,0,0,0,
C0122,J0110,0.0,-1.8,0,0,0,
C0123,J0064,0.5,1.4,0,1,0,
C0123,J0131,0.25,0.4,0,1,0,
C0123,J0046,0.2,0.4,0,1,0,
C0123,J0049,0.0,1.4,0,1,1,28.0
C0124,J0088,0.0,2.3,0,0,0,
C0124,J0075,0.4,3.3,0,0,0,
C0124,J0141,0.0,3.8,0,0,0,
C0125,J0068,0.0,-3.3,0,0,0,
C0125,J0005,0.0,-3.3,0,0,0,
C0125,J0093,0.0,-0.3,0,0,0,
C0125,J0105,0.0,1.2,0,0,0,
C0126,J0025,1.0,1.7,1,0,1,8.0
C0126,J0142,0.0,2.7,0,0,1,36.0
C0126,J0079,0.0,2.7,0,0,0,
C0127,J0113,0.33,0.6,0,1,0,
C0127,J0143,0.0,0.6,0,1,0,
C0127,J0027,0.0,-4.4,0,1,0,
C0127,J0137,1.0,0.6,1,1,1,14.0
C0128,J0036,0.0,8.3,0,1,0,
C0128,J0089,0.0,6.8,0,1,0,
C0128,J0031,0.0,6.8,0,1,1,27.0
C0129,J0060,0.6,-3.3,1,0,1,26.0
C0129,J0107,0.25,0.7,0,0,0,
C0129,J0028,0.2,2.7,0,0,0,
C0129,J0141,0.33,3.2,0,0,1,28.0
C0130,J0063,0.0,-0.3,0,0,0,
C0130,J0087,0.2,-1.3,0,0,1,29.0
C0130,J0028,0.2,0.7,0,0,1,21.0
C0131,J0110,0.0,-1.1,0,0,0,
C0131,J0043,0.0,-6.1,0,0,0,
C0132,J0079,0.0,-0.6,0,1,1,27.0
C0132,J0100,0.0,-4.6,0,1,1,27.0
C0132,J0136,0.0,-0.6,0,1,0,
C0132,J0115,0.0,-6.6,0,1,0,
C0133,J0002,0.0,-3.6,0,0,0,
C0133,J0080,0.0,2.9,0,0,0,
C0133,J0119,0.0,2.4,0,0,0,
C0133,J0034,0.0,1.4,0,0,0,
C0134,J0049,0.0,0.0,0,0,0,
C0134,J0130,0.0,-2.0,0,0,0,
C0135,J0008,0.2,1.9,0,0,0,
C0135,J0065,0.33,-2.1,0,0,0,
C0135,J0035,0.0,1.9,0,0,0,
C0135,J0118,0.33,3.9,0,0,1,19.0
C0136,J0077,0.0,-0.3,0,1,0,
C0136,J0095,0.25,3.7,0,1,0,
C0136,J0117,0.0,1.7,0,1,0,
C0136,J0068,0.2,1.7,0,1,1,32.0
C0137,J0084,0.75,-1.1,1,0,1,11.0
C0137,J0028,0.0,-0.1,0,0,0,
C0137,J0020,0.0,0.4,0,0,0,
C0138,J0060,0.0,-4.0,0,0,0,
C0138,J0128,0.0,2.0,0,0,1,19.0
C0138,J0146,0.0,2.5,0,0,1,33.0
C0138,J0040,0.0,1.0,0,0,1,29.0
C0139,J0038,0.0,2.6,0,1,1,26.0
C0139,J0041,0.0,-1.4,0,1,0,
C0139,J0108,0.0,-1.4,0,1,0,
C0139,J0016,0.0,1.6,0,1,1,45.0
C0140,J0030,0.0,-1.0,0,1,0,
C0140,J0086,0.0,0.0,0,1,0,
C0140,J0064,0.0,0.0,0,1,0,
C0141,J0026,1.0,-0.2,1,0,1,10.0
C0141,J0009,0.2,-6.7,0,0,0,
C0141,J0040,1.0,-1.7,1,0,1,18.0
C0142,J0121,0.0,1.4,0,0,1,37.0
C0142,J0042,0.0,0.9,0,0,0,
C0142,J0125,0.0,0.9,0,0,0,
C0143,J0077,0.0,-5.7,0,0,0,
C0143,J0104,1.0,0.3,1,0,1,14.0
C0143,J0028,0.0,0.3,0,0,0,
C0143,J0012,0.33,0.8,0,0,0,
C0144,J0087,0.0,-0.7,0,1,0,
C0144,J0014,0.0,-2.7,0,1,0,
C0145,J0028,0.0,-0.1,0,0,0,
C0145,J0058,0.0,-4.1,0,0,0,
C0145,J0084,0.0,-1.1,0,0,0,
C0145,J0103,0.67,-0.1,1,0,0,
C0146,J0140,0.2,6.0,0,1,0,
C0146,J0083,0.2,8.0,0,1,1,12.0
C0146,J0080,0.0,8.5,0,1,0,
C0146,J0025,0.0,7.0,0,1,0,
C0147,J0044,0.0,-4.7,0,0,0,
C0147,J0131,0.25,-1.7,0,0,1,19.0
C0147,J0042,1.0,-0.7,1,0,1,6.0
C0148,J0088,0.0,-1.9,0,1,0,
C0148,J0065,0.0,-6.9,0,1,1,23.0
C0148,J0078,0.0,-0.9,0,1,0,
C0148,J0070,0.0,-2.9,0,1,0,
C0149,J0050,0.0,12.2,0,1,1,34.0
C0149,J0046,0.0,10.7,0,1,1,33.0
C0150,J0064,0.25,9.5,0,1,0,
C0150,J0069,0.25,7.5,0,1,0,
C0150,J0028,0.0,9.5,0,1,0,
C0151,J0051,0.0,-0.4,0,0,0,
C0151,J0016,0.5,-1.9,1,0,1,19.0
C0151,J0001,0.0,-2.9,0,0,0,
C0152,J0098,1.0,5.5,1,1,1,13.0
C0152,J0071,1.0,4.0,1,1,1,14.0
C0153,J0048,0.67,5.3,1,1,1,22.0
C0153,J0129,0.67,0.3,1,1,0,
C0154,J0111,0.25,3.7,0,0,0,
C0154,J0082,0.0,2.7,0,0,1,31.0
C0155,J0149,0.5,-2.1,1,0,0,
C0155,J0017,0.0,-0.1,0,0,0,
C0156,J0080,0.67,2.8,1,0,0,
C0156,J0114,0.0,1.3,0,0,0,
C0157,J0025,0.0,-1.9,0,0,0,
C0157,J0145,0.0,-1.9,0,0,0,
C0157,J0059,1.0,-0.4,1,0,1,28.0
C0157,J0017,0.0,-0.9,0,0,0,
C0158,J0068,0.0,-2.8,0,0,0,
C0158,J0018,0.0,1.7,0,0,0,
C0158,J0081,0.6,0.2,1,0,0,
C0158,J0001,0.0,-0.8,0,0,0,
C0159,J0074,0.0,-2.7,0,0,0,
C0159,J0101,0.4,-2.7,1,0,0,
C0159,J0141,0.33,-0.2,1,0,0,
C0160,J0145,0.0,-1.9,0,1,0,
C0160,J0001,0.0,-2.9,0,1,0,
C0161,J0063,0.33,2.9,1,1,0,
C0161,J0018,0.0,4.4,0,1,0,
C0161,J0129,0.0,-2.1,0,1,0,
C0161,J0008,0.0,1.9,0,1,0,
C0162,J0055,0.0,0.3,0,0,0,
C0162,J0058,1.0,-3.7,1,0,1,13.0
C0163,J0054,0.0,-4.7,0,0,0,
C0163,J0133,0.25,-1.7,0,0,0,
C0163,J0063,0.0,-1.7,0,0,0,
C0163,J0053,0.0,-1.7,0,0,0,
C0164,J0136,0.0,3.6,0,1,0,
C0164,J0079,0.25,3.6,0,1,0,
C0164,J0128,0.0,3.6,0,1,1,30.0
C0164,J0048,0.0,2.6,0,1,0,
C0165,J0028,0.2,2.6,0,0,1,30.0
C0165,J0022,0.0,-3.4,0,0,0,
C0165,J0059,1.0,3.1,1,0,1,15.0
C0166,J0112,0.0,0.0,0,0,0,
C0166,J0141,0.33,1.5,1,0,1,21.0
C0167,J0139,0.0,1.9,0,0,0,
C0167,J0143,0.6,0.9,1,0,1,24.0
C0167,J0031,0.0,0.9,0,0,0,
C0168,J0063,0.0,-1.2,0,0,0,
C0168,J0131,0.5,-1.2,0,0,0,
C0169,J0071,1.0,0.6,1,1,1,17.0
C0169,J0004,1.0,-4.4,1,1,1,11.0
C0169,J0007,0.2,1.6,0,1,0,
C0169,J0078,0.2,1.6,0,1,0,
C0170,J0096,0.0,-0.4,0,1,0,
C0170,J0076,1.0,-0.4,1,1,0,
C0171,J0078,0.0,1.2,0,1,1,25.0
C0171,J0120,0.0,-0.8,0,1,0,
C0171,J0010,0.0,-0.8,0,1,0,
C0172,J0055,0.0,-0.9,0,0,0,
C0172,J0015,0.0,-0.9,0,0,0,
C0173,J0065,0.0,-6.9,0,0,0,
C0173,J0051,0.0,-0.4,0,0,0,
C0174,J0057,0.0,-4.3,0,0,0,
C0174,J0146,0.33,0.2,0,0,1,23.0
C0175,J0003,0.4,0.2,1,0,1,21.0
C0175,J0017,0.0,0.2,0,0,0,
C0175,J0107,0.0,-1.8,0,0,0,
C0175,J0039,0.33,-1.8,0,0,0,
C0176,J0098,0.0,-0.2,0,1,0,
C0176,J0027,0.0,-6.7,0,1,0,
C0176,J0050,0.0,-0.2,0,1,0,
C0176,J0131,0.25,-1.7,0,1,0,
C0177,J0069,0.25,-3.0,0,0,0,
C0177,J0058,0.0,-5.0,0,0,0,
C0178,J0040,0.4,-1.4,0,0,0,
C0178,J0150,0.33,-0.4,0,0,0,
C0179,J0047,0.6,-1.2,1,0,1,24.0
C0179,J0092,0.0,-2.2,0,0,0,
C0179,J0095,0.25,-2.2,0,0,0,
C0179,J0048,0.0,-1.2,0,0,0,
C0180,J0011,0.0,2.1,0,0,0,
C0180,J0078,0.0,3.1,0,0,0,
C0181,J0056,0.0,0.5,0,1,0,
C0181,J0014,0.0,-1.5,0,1,0,
C0181,J0095,0.0,0.5,0,1,0,
C0181,J0100,0.0,-1.5,0,1,0,
C0182,J0073,0.0,-4.7,0,0,0,
C0182,J0001,0.0,-2.7,0,0,0,
C0183,J0120,0.0,-2.7,0,0,0,
C0183,J0012,0.0,-0.2,0,0,0,
C0183,J0067,1.0,-0.7,1,0,0,
C0183,J0101,0.6,-2.7,1,0,1,22.0
C0184,J0123,0.0,-3.8,0,0,0,
C0184,J0140,0.0,-1.8,0,0,0,
C0184,J0115,0.0,-5.8,0,0,0,
C0184,J0029,0.33,-1.8,1,0,0,
C0185,J0030,0.0,-1.2,0,0,0,
C0185,J0045,0.0,-2.2,0,0,0,
C0186,J0053,0.0,2.7,0,0,0,
C0186,J0033,0.25,-0.3,0,0,0,
C0186,J0108,0.25,-0.3,0,0,1,22.0
C0186,J0041,0.75,-0.3,1,0,0,
C0187,J0002,0.33,-3.0,0,0,0,
C0187,J0110,0.6,2.0,1,0,0,
C0187,J0040,0.2,2.0,0,0,1,18.0
C0187,J0118,0.0,3.0,0,0,0,
C0188,J0093,0.2,-1.6,0,0,1,23.0
C0188,J0086,0.25,-0.6,0,0,0,
C0188,J0130,0.0,-2.6,0,0,0,
C0189,J0103,0.0,1.8,0,0,0,
C0189,J0150,0.0,1.8,0,0,0,
C0190,J0069,0.0,-0.2,0,0,1,37.0
C0190,J0092,0.5,-0.2,1,0,0,
C0191,J0141,0.0,0.9,0,1,0,
C0191,J0143,0.0,-0.6,0,1,0,
C0191,J0076,0.67,0.4,1,1,0,
C0192,J0002,0.0,-6.0,0,1,0,
C0192,J0097,0.0,-4.0,0,1,0,
C0192,J0129,0.0,-6.0,0,1,0,
C0192,J0082,0.0,-2.0,0,1,0,
C0193,J0130,0.33,-2.8,0,1,1,34.0
C0193,J0104,0.25,-0.8,0,1,0,
C0194,J0022,0.0,-6.6,0,1,0,
C0194,J0016,0.0,-1.6,0,1,0,
